repos,topic,total_dockerfiles,matching_image,all_images,dockerfiles,notags,base_images,purpose,docker_compose,compose_versions,compose_services,compose_networks,compose_volume,compose_env,other_dockerfiles,What,When,MLcomponent,Why,Maincomponent,Note
tensorflow/serving,mlops,14,{},{},"{'/tensorflow_serving/tools/docker/tests/dockerfile_test.sh', '/tensorflow_serving/tools/docker/tests/dockerfile_devel_gpu_test.sh', '/tensorflow_serving/tools/docker/Dockerfile.devel', '/tensorflow_serving/tools/docker/tests/dockerfile_devel_mkl_test.sh', '/tensorflow_serving/tools/docker/tests/dockerfile_gpu_trt_test.sh', '/tensorflow_serving/tools/docker/Dockerfile', '/tensorflow_serving/tools/docker/tests/dockerfile_devel_test.sh', '/tensorflow_serving/tools/docker/tests/dockerfile_mkl_test.sh', '/tensorflow_serving/tools/docker/tests/dockerfile_gpu_test.sh', '/tensorflow_serving/tools/docker/Dockerfile.mkl', '/tensorflow_serving/tools/docker/Dockerfile.devel-mkl', '/tensorflow_serving/tools/docker/tests/dockerfile_devel_gpu_trt_test.sh', '/tensorflow_serving/tools/docker/Dockerfile.gpu', '/tensorflow_serving/tools/docker/Dockerfile.devel-gpu'}",0,"{'/tensorflow_serving/tools/docker/Dockerfile.gpu': ['${TF_SERVING_BUILD_IMAGE} as build_image', 'nvidia/cuda:11.2.1-base-ubuntu18.04'], '/tensorflow_serving/tools/docker/Dockerfile.devel': ['ubuntu:18.04 as base_build', 'base_build as binary_build', 'binary_build as clean_build'], '/tensorflow_serving/tools/docker/Dockerfile': ['${TF_SERVING_BUILD_IMAGE} as build_image', 'ubuntu:18.04'], '/tensorflow_serving/tools/docker/Dockerfile.devel-gpu': ['nvidia/cuda:11.2.1-base-ubuntu18.04 as base_build', 'base_build as binary_build', 'binary_build as clean_build'], '/tensorflow_serving/tools/docker/Dockerfile.mkl': ['${TF_SERVING_BUILD_IMAGE} as build_image', 'ubuntu:18.04'], '/tensorflow_serving/tools/docker/Dockerfile.devel-mkl': ['ubuntu:18.04 as base_build', 'base_build as binary_build', 'binary_build as clean_build']}","{'/tensorflow_serving/tools/docker/Dockerfile.gpu': {'Dependencies': 6, 'Filesystem': 4, 'Build/Execute': 2, 'Permissions': 1}, '/tensorflow_serving/tools/docker/Dockerfile.devel': {'Dependencies': 17, 'Filesystem': 14, 'Build/Execute': 8, 'Permissions': 1}, '/tensorflow_serving/tools/docker/Dockerfile': {'Dependencies': 3, 'Filesystem': 3, 'Build/Execute': 1, 'Permissions': 1}, '/tensorflow_serving/tools/docker/Dockerfile.devel-gpu': {'Filesystem': 23, 'Dependencies': 20, 'Build/Execute': 10, 'Permissions': 1}, '/tensorflow_serving/tools/docker/Dockerfile.mkl': {'Dependencies': 3, 'Filesystem': 3, 'Build/Execute': 1, 'Permissions': 1}, '/tensorflow_serving/tools/docker/Dockerfile.devel-mkl': {'Dependencies': 17, 'Filesystem': 15, 'Build/Execute': 8, 'Permissions': 1}, '/tensorflow_serving/tools/docker/tests/dockerfile_devel_mkl_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_gpu_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_devel_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_mkl_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_devel_gpu_trt_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_devel_gpu_test.sh': {}, '/tensorflow_serving/tools/docker/tests/dockerfile_gpu_trt_test.sh': {}}",0,{},{},{},{},{},4,"tool/ integration, build and test, serving, API, Environment variables, Expose API","Development, Production","API, Model",os platform,"os, gpu, cpu, bazel",
carla-simulator/carla,application,3,{},{},"{'/Util/Docker/Carla.Dockerfile', '/Util/Docker/Release.Dockerfile', '/Util/Docker/Prerequisites.Dockerfile'}",0,"{'/Util/Docker/Prerequisites.Dockerfile': ['ubuntu:18.04'], '/Util/Docker/Carla.Dockerfile': ['carla-prerequisites:latest'], '/Util/Docker/Release.Dockerfile': ['nvidia/vulkan:1.1.121-cuda-10.1--ubuntu18.04']}","{'/Util/Docker/Prerequisites.Dockerfile': {'Dependencies': 12, 'Build/Execute': 7, 'Filesystem': 3, 'Permissions': 1}, '/Util/Docker/Carla.Dockerfile': {'Build/Execute': 4, 'Filesystem': 3, 'Dependencies': 2}, '/Util/Docker/Release.Dockerfile': {'Dependencies': 2, 'Build/Execute': 2, 'Permissions': 1}}",0,{},{},{},{},{},5,"build, prerequisition",Production,,,"gpu, ",
horovod/horovod,DL framwork,5,{},{},"{'/Dockerfile.test.cpu', '/docker/horovod-cpu/Dockerfile', '/docker/horovod/Dockerfile', '/docker/horovod-ray/Dockerfile', '/Dockerfile.test.gpu'}",0,"{'/Dockerfile.test.gpu': ['nvidia/cuda:${CUDA_DOCKER_VERSION}'], '/Dockerfile.test.cpu': ['ubuntu:${UBUNTU_VERSION}'], '/docker/horovod-ray/Dockerfile': ['rayproject/ray:${RAY_DOCKER_VERSION}-gpu'], '/docker/horovod/Dockerfile': ['nvidia/cuda:${CUDA_DOCKER_VERSION}'], '/docker/horovod-cpu/Dockerfile': ['ubuntu:18.04']}","{'/Dockerfile.test.gpu': {'Dependencies': 45, 'Filesystem': 34, 'Build/Execute': 33, 'Permissions': 3}, '/Dockerfile.test.cpu': {'Filesystem': 66, 'Dependencies': 46, 'Build/Execute': 37, 'Permissions': 12, 'Environment': 6}, '/docker/horovod-ray/Dockerfile': {'Dependencies': 12, 'Build/Execute': 10, 'Filesystem': 2, 'Permissions': 1}, '/docker/horovod/Dockerfile': {'Dependencies': 17, 'Build/Execute': 16, 'Filesystem': 10}, '/docker/horovod-cpu/Dockerfile': {'Dependencies': 17, 'Build/Execute': 16, 'Filesystem': 10}}",1,{'/docker-compose.test.yml': '2.3'},{'/docker-compose.test.yml': []},{},{},{'/docker-compose.test.yml': 1},3,,,,,,
PyTorchLightning/pytorch-lightning,DL framwork,8,{},{},"{'/dockers/base-cuda/Dockerfile', '/dockers/nvidia/Dockerfile', '/dockers/base-conda/Dockerfile', '/dockers/ipu-ci-runner/Dockerfile', '/dockers/tpu-tests/Dockerfile', '/dockers/base-xla/Dockerfile', '/dockers/release/Dockerfile', '/dockers/base-ipu/Dockerfile'}",0,"{'/dockers/base-cuda/Dockerfile': ['nvidia/cuda:${CUDA_VERSION}-devel-ubuntu18.04'], '/dockers/base-ipu/Dockerfile': ['ubuntu:20.04'], '/dockers/base-xla/Dockerfile': ['google/cloud-sdk:slim'], '/dockers/release/Dockerfile': ['pytorchlightning/pytorch_lightning:base-cuda-py${PYTHON_VERSION}-torch${PYTORCH_VERSION}'], '/dockers/nvidia/Dockerfile': ['nvcr.io/nvidia/pytorch:${PYTORCH_VERSION}-py3'], '/dockers/ipu-ci-runner/Dockerfile': ['pytorchlightning/pytorch_lightning:base-ipu-py${PYTHON_VERSION}-torch${PYTORCH_VERSION}'], '/dockers/tpu-tests/Dockerfile': ['pytorchlightning/pytorch_lightning:base-xla-py${PYTHON_VERSION}-torch${PYTORCH_VERSION}'], '/dockers/base-conda/Dockerfile': ['nvidia/cuda:${CUDA_VERSION}-devel-ubuntu18.04']}","{'/dockers/base-cuda/Dockerfile': {'Build/Execute': 16, 'Dependencies': 15, 'Filesystem': 5, 'Environment': 1}, '/dockers/base-ipu/Dockerfile': {'Dependencies': 18, 'Build/Execute': 13, 'Filesystem': 9, 'Permissions': 1}, '/dockers/base-xla/Dockerfile': {'Dependencies': 19, 'Filesystem': 17, 'Build/Execute': 14, 'Permissions': 1, 'Environment': 1}, '/dockers/release/Dockerfile': {'Filesystem': 8, 'Dependencies': 4, 'Build/Execute': 3}, '/dockers/nvidia/Dockerfile': {'Dependencies': 13, 'Build/Execute': 11, 'Filesystem': 8}, '/dockers/ipu-ci-runner/Dockerfile': {'Permissions': 2, 'Filesystem': 1, 'Dependencies': 1}, '/dockers/tpu-tests/Dockerfile': {'Filesystem': 3, 'Dependencies': 2, 'Build/Execute': 2, 'Permissions': 1}, '/dockers/base-conda/Dockerfile': {'Dependencies': 21, 'Build/Execute': 17, 'Filesystem': 7, 'Permissions': 1}}",0,{},{},{},{},{},3,"build and test, CI/CD, release/ serving, ",Develoment/ distribution,,,"conda, NVIDIA, cpu, gpu, language, os",
deezer/spleeter,application,7,{},{},"{'/docker/spleeter.dockerfile', '/docker/cuda-10-1.dockerfile', '/docker/spleeter-conda.dockerfile', '/docker/spleeter-model.dockerfile', '/docker/cuda-10-0.dockerfile', '/docker/conda.dockerfile', '/docker/cuda-9.2.dockerfile'}",0,"{'/docker/cuda-9.2.dockerfile': ['${BASE}'], '/docker/spleeter-model.dockerfile': ['${BASE}'], '/docker/cuda-10-0.dockerfile': ['${BASE}'], '/docker/cuda-10-1.dockerfile': ['${BASE}'], '/docker/spleeter-conda.dockerfile': ['${BASE}'], '/docker/conda.dockerfile': ['${BASE}'], '/docker/spleeter.dockerfile': ['${BASE}']}","{'/docker/cuda-9.2.dockerfile': {'Dependencies': 17, 'Filesystem': 10, 'Build/Execute': 7}, '/docker/spleeter-model.dockerfile': {'Filesystem': 3, 'Dependencies': 1}, '/docker/cuda-10-0.dockerfile': {'Dependencies': 10, 'Filesystem': 6, 'Build/Execute': 3}, '/docker/cuda-10-1.dockerfile': {'Dependencies': 10, 'Filesystem': 6, 'Build/Execute': 3}, '/docker/spleeter-conda.dockerfile': {'Dependencies': 3, 'Build/Execute': 2, 'Filesystem': 1}, '/docker/conda.dockerfile': {'Dependencies': 7, 'Filesystem': 6, 'Build/Execute': 2}, '/docker/spleeter.dockerfile': {'Dependencies': 4, 'Build/Execute': 3, 'Filesystem': 1}}",0,{},{},{},{},{},1,,,,,,
openvinotoolkit/cvat,application,6,{},{},"{'/components/analytics/elasticsearch/Dockerfile', '/Dockerfile', '/Dockerfile.ui', '/Dockerfile.ci', '/components/analytics/kibana/Dockerfile', '/components/analytics/logstash/Dockerfile'}",0,"{'/Dockerfile': ['ubuntu:20.04 as build-image', 'ubuntu:20.04'], '/Dockerfile.ui': ['node:lts-slim AS cvat-ui', 'nginx:mainline-alpine'], '/Dockerfile.ci': ['openvino/cvat_server'], '/components/analytics/kibana/Dockerfile': ['docker.elastic.co/kibana/kibana-oss:${ELK_VERSION}'], '/components/analytics/logstash/Dockerfile': ['docker.elastic.co/logstash/logstash-oss:${ELK_VERSION}'], '/components/analytics/elasticsearch/Dockerfile': ['docker.elastic.co/elasticsearch/elasticsearch-oss:${ELK_VERSION}']}","{'/Dockerfile': {'Build/Execute': 18, 'Dependencies': 17, 'Filesystem': 17, 'Environment': 3, 'Permissions': 2}, '/Dockerfile.ui': {'Dependencies': 2, 'Filesystem': 1}, '/Dockerfile.ci': {'Dependencies': 9, 'Build/Execute': 8, 'Filesystem': 2}, '/components/analytics/kibana/Dockerfile': {}, '/components/analytics/logstash/Dockerfile': {'Build/Execute': 1}, '/components/analytics/elasticsearch/Dockerfile': {}}",8,"{'/docker-compose.ci.yml': '3.3', '/docker-compose.dev.yml': '3.3', '/docker-compose.yml': '3.3', '/docker-compose.https.yml': '3.3', '/tests/docker-compose.file_share.yml': '3.3', '/tests/docker-compose.email.yml': '3.3', '/components/serverless/docker-compose.serverless.yml': '3.3', '/components/analytics/docker-compose.analytics.yml': '3.3'}","{'/docker-compose.ci.yml': ['cvat_ci; cvat_ci'], '/docker-compose.dev.yml': [], '/docker-compose.yml': ['cvat_db; postgres:10-alpine', 'cvat_redis; redis:4.0-alpine', 'cvat; openvino/cvat_server', 'cvat_ui; openvino/cvat_ui', 'traefik; traefik:v2.4', 'cvat_opa; openpolicyagent/opa:0.34.2-rootless'], '/docker-compose.https.yml': ['traefik; traefik:v2.4'], '/tests/docker-compose.file_share.yml': [], '/tests/docker-compose.email.yml': [], '/components/serverless/docker-compose.serverless.yml': ['nuclio; quay.io/nuclio/dashboard:1.5.16-amd64'], '/components/analytics/docker-compose.analytics.yml': ['elasticsearch; cvat_elasticsearch', 'kibana; cvat_kibana', 'cvat_kibana_setup; openvino/cvat_server', 'logstash; cvat_logstash']}",{'/docker-compose.yml': {'cvat': None}},"{'/docker-compose.yml': 4, '/docker-compose.https.yml': 1, '/tests/docker-compose.file_share.yml': 1, '/components/serverless/docker-compose.serverless.yml': 1, '/components/analytics/docker-compose.analytics.yml': 1}","{'/docker-compose.ci.yml': 8, '/docker-compose.yml': 9, '/tests/docker-compose.file_share.yml': 1, '/tests/docker-compose.email.yml': 1, '/components/serverless/docker-compose.serverless.yml': 6, '/components/analytics/docker-compose.analytics.yml': 9}",13,"UI, CI, Data management, volume/ coverage data, run tests, ",,,parallelism,,
numenta/nupic,application,2,{},{},"{'/Dockerfile-complete', '/Dockerfile'}",0,"{'/Dockerfile': ['ubuntu:14.04'], '/Dockerfile-complete': ['numenta/nupic']}","{'/Dockerfile': {'Build/Execute': 13, 'Dependencies': 9, 'Filesystem': 2}, '/Dockerfile-complete': {'Dependencies': 2, 'Build/Execute': 2, 'Filesystem': 1, 'Permissions': 1}}",0,{},{},{},{},{},2,"database, testing (swarming test), build and deploy","Testing, Production","Data, testing",,,
tensorlayer/tensorlayer,DL framwork,2,{},{},"{'/docker/Dockerfile', '/docker/docs/Dockerfile'}",0,"{'/docker/Dockerfile': ['tensorflow/tensorflow:${TF_CONTAINER_VERSION}'], '/docker/docs/Dockerfile': ['ubuntu:bionic']}","{'/docker/Dockerfile': {'Dependencies': 9, 'Filesystem': 7, 'Build/Execute': 5}, '/docker/docs/Dockerfile': {'Dependencies': 6, 'Build/Execute': 5, 'Filesystem': 1}}",0,{},{},{},{},{},2,"build, host app, host documentation",Development/ distribution,Workflow,tensorflow,"gpu, cpu",
microsoft/nni,AutoML,3,{},{},"{'/examples/trials/systems_auto_tuning/opevo/Dockerfile', '/examples/trials/cifar10_pytorch/adl.Dockerfile', '/Dockerfile'}",0,"{'/Dockerfile': ['nvidia/cuda:10.2-cudnn8-runtime-ubuntu18.04'], '/examples/trials/cifar10_pytorch/adl.Dockerfile': ['pytorch/pytorch:1.4-cuda10.1-cudnn7-runtime'], '/examples/trials/systems_auto_tuning/opevo/Dockerfile': ['nvidia/cuda:10.0-cudnn7-devel-ubuntu18.04']}","{'/Dockerfile': {'Build/Execute': 24, 'Dependencies': 16, 'Filesystem': 3}, '/examples/trials/cifar10_pytorch/adl.Dockerfile': {'Dependencies': 1, 'Build/Execute': 1}, '/examples/trials/systems_auto_tuning/opevo/Dockerfile': {'Dependencies': 17, 'Filesystem': 16, 'Build/Execute': 10}}",0,{},{},{},{},{},5,"build, release, tutorial, documentation, training model",Development,Training Model,Manage multiple DL frameworks,"adaptdl, tensorboard, gpu, language, os, DL framework, tensorflow, pytorch, Keras, azureml",
isl-org/Open3D,application,5,{},{},"{'/3rdparty/webrtc/Dockerfile.webrtc', '/.github/workflows/Dockerfile.cuda', '/.github/workflows/Dockerfile.wheel', '/docs/_static/docker/Dockerfile', '/.github/workflows/Dockerfile.openblas'}",0,"{'/docs/_static/docker/Dockerfile': ['ubuntu:18.04'], '/.github/workflows/Dockerfile.wheel': ['${BASE_IMAGE}'], '/.github/workflows/Dockerfile.openblas': ['${BASE_IMAGE}'], '/.github/workflows/Dockerfile.cuda': ['${BASE_IMAGE}'], '/3rdparty/webrtc/Dockerfile.webrtc': ['ubuntu:18.04']}","{'/docs/_static/docker/Dockerfile': {'Dependencies': 7, 'Build/Execute': 5, 'Filesystem': 1, 'Permissions': 1}, '/.github/workflows/Dockerfile.wheel': {'Dependencies': 15, 'Filesystem': 15, 'Build/Execute': 10, 'Environment': 7}, '/.github/workflows/Dockerfile.openblas': {'Filesystem': 30, 'Build/Execute': 16, 'Dependencies': 15}, '/.github/workflows/Dockerfile.cuda': {'Filesystem': 29, 'Dependencies': 16, 'Build/Execute': 16, 'Environment': 2}, '/3rdparty/webrtc/Dockerfile.webrtc': {'Build/Execute': 3}}",0,{},{},{},{},{},3,,,,,,
chainer/chainer,DL framwork,7,{},{},"{'/onnx_chainer/.flexci/Dockerfile', '/.pfnci/chainermn.Dockerfile', '/.pfnci/py27and35.Dockerfile', '/docker/python3/Dockerfile', '/.pfnci/py37.Dockerfile', '/scripts/ci/chainerx/jenkins/Dockerfile.template', '/docker/intel/python3/Dockerfile'}",0,"{'/.pfnci/chainermn.Dockerfile': ['nvidia/cuda:${BASE_IMAGE}'], '/.pfnci/py37.Dockerfile': ['golang AS xpytest', 'nvidia/cuda:9.2-cudnn7-devel-ubuntu18.04'], '/.pfnci/py27and35.Dockerfile': ['golang AS xpytest', 'nvidia/cuda:9.2-cudnn7-devel-ubuntu16.04'], '/docker/intel/python3/Dockerfile': ['ubuntu:16.04'], '/docker/python3/Dockerfile': ['nvidia/cuda:9.2-cudnn7-devel'], '/scripts/ci/chainerx/jenkins/Dockerfile.template': ['nvidia/cuda:9.2-cudnn7-devel-ubuntu16.04'], '/onnx_chainer/.flexci/Dockerfile': ['nvidia/cuda:10.1-cudnn7-devel']}","{'/.pfnci/chainermn.Dockerfile': {'Dependencies': 13, 'Filesystem': 12, 'Build/Execute': 11}, '/.pfnci/py37.Dockerfile': {'Dependencies': 9, 'Build/Execute': 7, 'Filesystem': 3}, '/.pfnci/py27and35.Dockerfile': {'Dependencies': 9, 'Build/Execute': 8, 'Filesystem': 5}, '/docker/intel/python3/Dockerfile': {'Dependencies': 4, 'Build/Execute': 4, 'Filesystem': 1}, '/docker/python3/Dockerfile': {'Dependencies': 4, 'Build/Execute': 3, 'Filesystem': 1}, '/scripts/ci/chainerx/jenkins/Dockerfile.template': {'Filesystem': 5, 'Build/Execute': 5, 'Permissions': 3, 'Dependencies': 2}, '/onnx_chainer/.flexci/Dockerfile': {'Dependencies': 6, 'Filesystem': 4, 'Build/Execute': 4}}",0,{},{},{},{},{},2,"CI/CD, test, build, tools",Development/ distribution,,,"jenkins, ideep, cuda, OpenMPI",
